# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TcIL3000_0_14480	TcIL3000_0_14480	TcIL3000_0_14480.1	protein_coding	3	1	5	11	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	1	11
TcIL3000_0_14490	TcIL3000_0_14490	TcIL3000_0_14490.1	protein_coding	0	1	2	17	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	1	2
TcIL3000_0_14500	TcIL3000_0_14500	TcIL3000_0_14500.1	protein_coding	0	2	3	15	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	2	10
TcIL3000_0_14520	TcIL3000_0_14520	TcIL3000_0_14520.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TcIL3000_0_14580	TcIL3000_0_14580	TcIL3000_0_14580.1	protein_coding	0	5	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0
TcIL3000_0_14590	TcIL3000_0_14590	TcIL3000_0_14590.1	protein_coding	3	7	8	149	0	0	0	0	0	59	1	0	0	8	0	0	0	0	1	1	0	0	7	90
TcIL3000_0_14600	TcIL3000_0_14600	TcIL3000_0_14600.1	protein_coding	0	3	2	187	0	0	0	0	0	154	0	0	0	2	0	0	0	0	0	0	0	0	3	33
TcIL3000_0_14610	TcIL3000_0_14610	TcIL3000_0_14610.1	protein_coding	1	3	0	167	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	1	0	0	3	136
TcIL3000_0_14620	TcIL3000_0_14620	TcIL3000_0_14620.1	protein_coding	0	8	1	32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	32
TcIL3000_0_14680	TcIL3000_0_14680	TcIL3000_0_14680.1	protein_coding	4	22	18	79	0	0	0	0	0	58	4	0	0	18	0	0	0	0	0	0	0	0	22	21
TcIL3000_0_14690	TcIL3000_0_14690	TcIL3000_0_14690.1	protein_coding	2	15	15	94	0	1	0	0	0	27	2	0	0	14	0	0	0	0	0	0	0	0	15	67
TcIL3000_0_14700	TcIL3000_0_14700	TcIL3000_0_14700.1	protein_coding	0	8	8	27	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	27
TcIL3000_0_14710	TcIL3000_0_14710	TcIL3000_0_14710.1	protein_coding	0	1	1	36	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TcIL3000_0_14730	TcIL3000_0_14730	TcIL3000_0_14730.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TcIL3000_0_14740	TcIL3000_0_14740	TcIL3000_0_14740.1	protein_coding	0	1	2	45	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	43
TcIL3000_0_14750	TcIL3000_0_14750	TcIL3000_0_14750.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_14760	TcIL3000_0_14760	TcIL3000_0_14760.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
TcIL3000_0_14770	TcIL3000_0_14770	TcIL3000_0_14770.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_14780	TcIL3000_0_14780	TcIL3000_0_14780.1	protein_coding	1	1	1	23	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	23
TcIL3000_0_14790	TcIL3000_0_14790	TcIL3000_0_14790.1	protein_coding	1	1	1	23	0	0	0	0	0	14	1	0	0	1	0	0	0	0	0	0	0	0	1	9
TcIL3000_0_14800	TcIL3000_0_14800	TcIL3000_0_14800.1	protein_coding	0	0	0	26	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	9
TcIL3000_0_14810	TcIL3000_0_14810	TcIL3000_0_14810.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
TcIL3000_0_14820	TcIL3000_0_14820	TcIL3000_0_14820.1	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_14830	TcIL3000_0_14830	TcIL3000_0_14830.1	protein_coding	0	3	1	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	31
TcIL3000_0_14840	TcIL3000_0_14840	TcIL3000_0_14840.1	protein_coding	10	29	36	108	0	0	0	2	1	93	9	0	0	33	0	0	0	0	0	1	0	0	29	15
TcIL3000_0_14850	TcIL3000_0_14850	TcIL3000_0_14850.1	protein_coding	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95
TcIL3000_0_14860	TcIL3000_0_14860	TcIL3000_0_14860.1	protein_coding	0	0	0	95	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	92
TcIL3000_0_14865	TcIL3000_0_14865	TcIL3000_0_14865.1	protein_coding	6	33	42	14	0	0	0	0	0	3	2	0	0	42	0	0	0	0	0	3	1	0	33	11
TcIL3000_0_14870	TcIL3000_0_14870	TcIL3000_0_14870.1	protein_coding	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95
TcIL3000_0_14880	TcIL3000_0_14880	TcIL3000_0_14880.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_14890	TcIL3000_0_14890	TcIL3000_0_14890.1	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TcIL3000_0_14900	TcIL3000_0_14900	TcIL3000_0_14900.1	protein_coding	9	10	10	0	0	1	1	1	0	0	9	0	0	7	0	0	0	0	0	0	0	0	10	0
TcIL3000_0_14910	TcIL3000_0_14910	TcIL3000_0_14910.1	protein_coding	9	8	32	130	0	3	0	2	0	28	9	0	0	27	0	0	0	0	0	0	0	0	8	102
TcIL3000_0_14940	TcIL3000_0_14940	TcIL3000_0_14940.1	protein_coding	2	8	7	91	0	0	0	0	0	45	0	0	0	7	0	0	0	1	0	1	1	0	8	46
TcIL3000_0_14950	TcIL3000_0_14950	TcIL3000_0_14950.1	protein_coding	0	6	12	68	0	0	0	0	0	68	0	0	0	12	0	0	0	0	0	0	0	0	6	0
TcIL3000_0_14960	TcIL3000_0_14960	TcIL3000_0_14960.1	protein_coding	7	13	24	81	0	0	0	2	0	0	5	0	0	22	0	0	0	0	0	2	0	0	13	81
TcIL3000_0_14970	TcIL3000_0_14970	TcIL3000_0_14970.1	protein_coding	7	4	4	110	0	0	0	0	0	50	6	0	0	4	0	0	0	0	0	4	0	0	4	60
TcIL3000_0_14980	TcIL3000_0_14980	TcIL3000_0_14980.1	protein_coding	7	14	35	112	0	0	1	0	0	65	7	0	0	34	0	0	0	0	0	0	0	0	14	47
TcIL3000_0_14990	TcIL3000_0_14990	TcIL3000_0_14990.1	protein_coding	0	2	0	156	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	2	49
TcIL3000_0_15000	TcIL3000_0_15000	TcIL3000_0_15000.1	protein_coding	4	18	17	89	0	0	1	1	0	60	4	0	0	15	0	0	0	0	0	0	0	0	18	29
TcIL3000_0_15010	TcIL3000_0_15010	TcIL3000_0_15010.1	protein_coding	0	5	5	146	0	0	0	0	0	49	0	0	0	5	0	0	0	0	0	0	0	0	5	97
TcIL3000_0_15020	TcIL3000_0_15020	TcIL3000_0_15020.1	protein_coding	8	21	25	90	0	1	1	0	0	56	7	0	0	23	0	0	0	0	0	1	0	0	21	34
TcIL3000_0_15030	TcIL3000_0_15030	TcIL3000_0_15030.1	protein_coding	0	3	0	110	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	3	31
TcIL3000_0_15040	TcIL3000_0_15040	TcIL3000_0_15040.1	protein_coding	0	1	3	109	0	0	0	0	0	82	0	0	0	3	0	0	0	0	0	0	0	0	1	27
TcIL3000_0_15050	TcIL3000_0_15050	TcIL3000_0_15050.1	protein_coding	0	0	2	24	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	15
TcIL3000_0_15060	TcIL3000_0_15060	TcIL3000_0_15060.1	protein_coding	0	1	0	25	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	7
TcIL3000_0_15070	TcIL3000_0_15070	TcIL3000_0_15070.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TcIL3000_0_15080	TcIL3000_0_15080	TcIL3000_0_15080.1	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TcIL3000_0_15090	TcIL3000_0_15090	TcIL3000_0_15090.1	protein_coding	0	0	0	15	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TcIL3000_0_15100	TcIL3000_0_15100	TcIL3000_0_15100.1	protein_coding	0	0	1	13	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_15110	TcIL3000_0_15110	TcIL3000_0_15110.1	protein_coding	0	0	0	22	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TcIL3000_0_15120	TcIL3000_0_15120	TcIL3000_0_15120.1	protein_coding	7	3	0	12	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	3	2
TcIL3000_0_15130	TcIL3000_0_15130	TcIL3000_0_15130.1	protein_coding	0	0	2	20	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	12
TcIL3000_0_15140	TcIL3000_0_15140	TcIL3000_0_15140.1	protein_coding	0	0	5	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16
TcIL3000_0_15150	TcIL3000_0_15150	TcIL3000_0_15150.1	protein_coding	1	5	2	26	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	5	25
TcIL3000_0_15270	TcIL3000_0_15270	TcIL3000_0_15270.1	protein_coding	0	0	0	63	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_15280	TcIL3000_0_15280	TcIL3000_0_15280.1	protein_coding	0	2	4	57	0	0	0	0	0	57	0	0	0	4	0	0	0	0	0	0	0	0	2	0
TcIL3000_0_15290	TcIL3000_0_15290	TcIL3000_0_15290.1	protein_coding	0	2	1	94	0	0	0	0	0	94	0	0	0	1	0	0	0	0	0	0	0	0	2	0
TcIL3000_0_15300	TcIL3000_0_15300	TcIL3000_0_15300.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_15310	TcIL3000_0_15310	TcIL3000_0_15310.1	protein_coding	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
TcIL3000_0_15320	TcIL3000_0_15320	TcIL3000_0_15320.1	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
TcIL3000_0_15330	TcIL3000_0_15330	TcIL3000_0_15330.1	protein_coding	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9
TcIL3000_0_15340	TcIL3000_0_15340	TcIL3000_0_15340.1	protein_coding	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TcIL3000_0_15350	TcIL3000_0_15350	TcIL3000_0_15350.1	protein_coding	0	0	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TcIL3000_0_15360	TcIL3000_0_15360	TcIL3000_0_15360.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_15370	TcIL3000_0_15370	TcIL3000_0_15370.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_15380	TcIL3000_0_15380	TcIL3000_0_15380.1	protein_coding	1	15	12	31	0	0	0	0	0	18	0	0	0	12	0	0	0	0	0	1	0	0	15	13
TcIL3000_0_15420	TcIL3000_0_15420	TcIL3000_0_15420.1	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_15430	TcIL3000_0_15430	TcIL3000_0_15430.1	protein_coding	0	0	0	24	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TcIL3000_0_15440	TcIL3000_0_15440	TcIL3000_0_15440.1	protein_coding	0	11	7	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	11	6
TcIL3000_0_15450	TcIL3000_0_15450	TcIL3000_0_15450.1	protein_coding	2	1	2	20	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	1	18
TcIL3000_0_15460	TcIL3000_0_15460	TcIL3000_0_15460.1	protein_coding	0	5	4	17	0	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	5	0
TcIL3000_0_15470	TcIL3000_0_15470	TcIL3000_0_15470.1	protein_coding	0	1	2	10	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	9
TcIL3000_0_15480	TcIL3000_0_15480	TcIL3000_0_15480.1	protein_coding	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_15490	TcIL3000_0_15490	TcIL3000_0_15490.1	protein_coding	0	7	19	111	0	0	1	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	7	111
TcIL3000_0_15500	TcIL3000_0_15500	TcIL3000_0_15500.1	protein_coding	8	12	20	157	0	0	0	3	0	27	6	0	0	18	0	0	0	0	0	2	0	0	12	130
TcIL3000_0_15510	TcIL3000_0_15510	TcIL3000_0_15510.1	protein_coding	2	7	18	159	0	0	1	1	0	88	2	0	0	16	0	0	0	0	0	0	0	0	7	71
TcIL3000_0_15570	TcIL3000_0_15570	TcIL3000_0_15570.1	protein_coding	0	4	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0
TcIL3000_0_15580	TcIL3000_0_15580	TcIL3000_0_15580.1	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_15590	TcIL3000_0_15590	TcIL3000_0_15590.1	protein_coding	0	2	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0
TcIL3000_0_15600	TcIL3000_0_15600	TcIL3000_0_15600.1	protein_coding	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TcIL3000_0_15630	TcIL3000_0_15630	TcIL3000_0_15630.1	protein_coding	0	2	2	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	8
TcIL3000_0_15640	TcIL3000_0_15640	TcIL3000_0_15640.1	protein_coding	0	1	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	2
TcIL3000_0_15650	TcIL3000_0_15650	TcIL3000_0_15650.1	protein_coding	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0
TcIL3000_0_15690	TcIL3000_0_15690	TcIL3000_0_15690.1	protein_coding	0	1	2	13	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	1	3
TcIL3000_0_15700	TcIL3000_0_15700	TcIL3000_0_15700.1	protein_coding	0	0	0	16	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TcIL3000_0_15710	TcIL3000_0_15710	TcIL3000_0_15710.1	protein_coding	0	1	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TcIL3000_0_15730	TcIL3000_0_15730	TcIL3000_0_15730.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
TcIL3000_0_15740	TcIL3000_0_15740	TcIL3000_0_15740.1	protein_coding	0	7	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	6	0
TcIL3000_0_15750	TcIL3000_0_15750	TcIL3000_0_15750.1	protein_coding	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
TcIL3000_0_15760	TcIL3000_0_15760	TcIL3000_0_15760.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
TcIL3000_0_15770	TcIL3000_0_15770	TcIL3000_0_15770.1	protein_coding	0	0	0	58	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	51
TcIL3000_0_15780	TcIL3000_0_15780	TcIL3000_0_15780.1	protein_coding	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
TcIL3000_0_15790	TcIL3000_0_15790	TcIL3000_0_15790.1	protein_coding	2	7	13	29	0	1	0	1	1	0	2	0	0	10	0	0	0	0	0	0	0	0	7	29
TcIL3000_0_15800	TcIL3000_0_15800	TcIL3000_0_15800.1	protein_coding	3	2	14	105	0	1	0	1	1	103	3	0	0	11	0	0	0	0	0	0	0	0	2	2
TcIL3000_0_15810	TcIL3000_0_15810	TcIL3000_0_15810.1	protein_coding	2	3	3	116	0	0	0	0	0	116	2	0	0	3	0	0	0	0	0	0	0	0	3	0
TcIL3000_0_15880	TcIL3000_0_15880	TcIL3000_0_15880.1	protein_coding	1	8	8	300	0	0	0	0	0	153	1	0	0	8	0	0	0	0	0	0	0	0	8	147
TcIL3000_0_15890	TcIL3000_0_15890	TcIL3000_0_15890.1	protein_coding	2	11	27	306	0	0	0	0	0	141	0	0	0	27	0	0	0	0	0	2	0	0	11	165
TcIL3000_0_15910	TcIL3000_0_15910	TcIL3000_0_15910.1	protein_coding	0	1	9	31	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	31
TcIL3000_0_15930	TcIL3000_0_15930	TcIL3000_0_15930.1	protein_coding	0	0	2	15	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	2
TcIL3000_0_15940	TcIL3000_0_15940	TcIL3000_0_15940.1	protein_coding	2	0	0	15	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0	1	0	0	0	0
TcIL3000_0_15960	TcIL3000_0_15960	TcIL3000_0_15960.1	protein_coding	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_15980	TcIL3000_0_15980	TcIL3000_0_15980.1	protein_coding	0	0	2	34	0	0	0	1	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	22
TcIL3000_0_15990	TcIL3000_0_15990	TcIL3000_0_15990.1	protein_coding	0	2	7	27	0	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	2	7
TcIL3000_0_15995	TcIL3000_0_15995	TcIL3000_0_15995.1	protein_coding	4	18	29	232	0	0	0	1	0	0	3	0	0	28	0	0	0	0	0	1	0	0	18	232
TcIL3000_0_16000	TcIL3000_0_16000	TcIL3000_0_16000.1	protein_coding	4	41	80	158	0	0	0	0	0	129	4	0	0	80	0	0	0	0	0	0	0	0	41	29
TcIL3000_0_16010	TcIL3000_0_16010	TcIL3000_0_16010.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TcIL3000_0_16020	TcIL3000_0_16020	TcIL3000_0_16020.1	protein_coding	0	0	1	21	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	20
TcIL3000_0_16050	TcIL3000_0_16050	TcIL3000_0_16050.1	protein_coding	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186
TcIL3000_0_16070	TcIL3000_0_16070	TcIL3000_0_16070.1	protein_coding	1	0	10	322	0	1	0	0	0	200	1	0	0	9	0	0	0	0	0	1	0	0	0	122
TcIL3000_0_16080	TcIL3000_0_16080	TcIL3000_0_16080.1	protein_coding	1	2	9	376	0	0	0	0	0	141	1	0	0	9	0	0	0	0	0	1	0	0	2	235
TcIL3000_0_16090	TcIL3000_0_16090	TcIL3000_0_16090.1	protein_coding	8	7	25	425	0	0	0	0	0	214	2	0	0	25	0	0	0	1	2	3	1	0	7	211
TcIL3000_0_16100	TcIL3000_0_16100	TcIL3000_0_16100.1	protein_coding	0	1	6	365	0	0	0	0	0	207	0	0	0	6	0	0	0	0	0	0	0	0	1	158
TcIL3000_0_16110	TcIL3000_0_16110	TcIL3000_0_16110.1	protein_coding	3	0	0	302	0	0	0	0	0	150	3	0	0	0	0	0	0	0	0	2	0	0	0	152
TcIL3000_0_16120	TcIL3000_0_16120	TcIL3000_0_16120.1	protein_coding	7	30	52	145	0	0	1	0	0	0	3	0	0	51	0	0	0	0	1	1	2	0	30	145
TcIL3000_0_16130	TcIL3000_0_16130	TcIL3000_0_16130.1	protein_coding	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207
TcIL3000_0_16140	TcIL3000_0_16140	TcIL3000_0_16140.1	protein_coding	0	2	1	38	0	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	2	9
TcIL3000_0_16150	TcIL3000_0_16150	TcIL3000_0_16150.1	protein_coding	2	2	0	37	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	2	0	0	2	24
TcIL3000_0_16160	TcIL3000_0_16160	TcIL3000_0_16160.1	protein_coding	3	16	29	156	0	1	0	0	0	128	2	0	0	28	0	0	0	0	1	0	0	0	16	28
TcIL3000_0_16170	TcIL3000_0_16170	TcIL3000_0_16170.1	protein_coding	10	38	27	137	0	1	1	0	0	54	10	0	0	25	0	0	0	0	0	0	0	0	38	83
TcIL3000_0_16180	TcIL3000_0_16180	TcIL3000_0_16180.1	protein_coding	2	12	7	240	0	0	0	0	0	83	2	0	0	7	0	0	0	0	0	0	0	0	12	157
TcIL3000_0_16190	TcIL3000_0_16190	TcIL3000_0_16190.1	protein_coding	4	1	4	216	0	0	0	0	0	96	4	0	0	4	0	0	0	0	0	1	0	0	1	120
TcIL3000_0_16200	TcIL3000_0_16200	TcIL3000_0_16200.1	protein_coding	0	1	1	148	0	0	0	0	0	94	0	0	0	1	0	0	0	0	0	0	0	0	1	54
TcIL3000_0_16210	TcIL3000_0_16210	TcIL3000_0_16210.1	protein_coding	10	11	23	85	0	0	1	0	0	20	9	0	0	22	0	0	0	0	1	1	0	0	11	65
TcIL3000_0_16220	TcIL3000_0_16220	TcIL3000_0_16220.1	protein_coding	0	8	6	145	0	0	0	0	0	40	0	0	0	6	0	0	0	0	0	0	0	0	8	105
TcIL3000_0_16230	TcIL3000_0_16230	TcIL3000_0_16230.1	protein_coding	4	4	3	31	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	4	31
TcIL3000_0_16240	TcIL3000_0_16240	TcIL3000_0_16240.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
TcIL3000_0_16290	TcIL3000_0_16290	TcIL3000_0_16290.1	protein_coding	0	3	2	54	0	0	0	0	0	54	0	0	0	2	0	0	0	0	0	0	0	0	3	0
TcIL3000_0_16300	TcIL3000_0_16300	TcIL3000_0_16300.1	protein_coding	0	0	0	59	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	5
TcIL3000_0_16310	TcIL3000_0_16310	TcIL3000_0_16310.1	protein_coding	0	3	8	50	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	3	44
TcIL3000_0_16330	TcIL3000_0_16330	TcIL3000_0_16330.1	protein_coding	0	0	0	59	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	5
TcIL3000_0_16335	TcIL3000_0_16335	TcIL3000_0_16335.1	protein_coding	2	0	3	54	0	0	0	0	0	54	2	0	0	3	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_16340	TcIL3000_0_16340	TcIL3000_0_16340.1	protein_coding	6	2	7	7	0	0	0	1	0	0	6	0	0	6	0	0	0	0	0	0	0	0	2	7
TcIL3000_0_16350	TcIL3000_0_16350	TcIL3000_0_16350.1	protein_coding	0	0	6	16	0	0	0	0	0	15	0	0	0	6	0	0	0	0	0	0	0	0	0	1
TcIL3000_0_16360	TcIL3000_0_16360	TcIL3000_0_16360.1	protein_coding	0	0	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_16370	TcIL3000_0_16370	TcIL3000_0_16370.1	protein_coding	0	4	2	123	0	0	0	0	0	123	0	0	0	2	0	0	0	0	0	0	0	0	4	0
TcIL3000_0_16380	TcIL3000_0_16380	TcIL3000_0_16380.1	protein_coding	8	18	21	85	0	0	0	1	1	17	8	0	0	19	0	0	0	0	0	0	0	0	18	68
TcIL3000_0_16390	TcIL3000_0_16390	TcIL3000_0_16390.1	protein_coding	0	3	0	129	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	115
TcIL3000_0_16400	TcIL3000_0_16400	TcIL3000_0_16400.1	protein_coding	0	3	3	126	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	3	118
TcIL3000_0_16440	TcIL3000_0_16440	TcIL3000_0_16440.1	protein_coding	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
TcIL3000_0_16450	TcIL3000_0_16450	TcIL3000_0_16450.1	protein_coding	0	2	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2
TcIL3000_0_16460	TcIL3000_0_16460	TcIL3000_0_16460.1	protein_coding	0	0	2	3	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_16480	TcIL3000_0_16480	TcIL3000_0_16480.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
TcIL3000_0_16490	TcIL3000_0_16490	TcIL3000_0_16490.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TcIL3000_0_16500	TcIL3000_0_16500	TcIL3000_0_16500.1	protein_coding	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000_0_16510	TcIL3000_0_16510	TcIL3000_0_16510.1	protein_coding	0	3	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0
TcIL3000_0_16520	TcIL3000_0_16520	TcIL3000_0_16520.1	protein_coding	0	7	7	30	0	0	0	0	0	21	0	0	0	7	0	0	0	0	0	0	0	0	7	9
